fromGeneId	fromSymbol	toGeneId	toSymbol	best	bestReverse	methodCount	totalMethodCount
HGNC:29	ABCA1	MGI:99607	Abca1	Yes	Yes	10	10
HGNC:14637	ABCA12	MGI:2676312	Abca12	Yes	Yes	10	10
HGNC:14638	ABCA13	MGI:2388707	Abca13	Yes	Yes	10	10
HGNC:34405	ABCA15P	MGI:2388709	Abca15	Yes	Yes	2	10
HGNC:32972	ABCA17P	MGI:3625331	Abca17	Yes	Yes	1	10
HGNC:32	ABCA2	MGI:99606	Abca2	Yes	Yes	10	10
HGNC:33	ABCA3	MGI:1351617	Abca3	Yes	Yes	10	10
HGNC:34	ABCA4	MGI:109424	Abca4	Yes	Yes	10	10
HGNC:35	ABCA5	MGI:2386607	Abca5	Yes	Yes	10	10
HGNC:36	ABCA6	MGI:1923434	Abca6	Yes	Yes	10	10
HGNC:37	ABCA7	MGI:1351646	Abca7	Yes	Yes	10	10
HGNC:38	ABCA8	MGI:2386846	Abca8a	No	Yes	3	10
HGNC:38	ABCA8	MGI:1351668	Abca8b	Yes	Yes	10	10
HGNC:39	ABCA9	MGI:2386796	Abca9	Yes	Yes	10	10
HGNC:40	ABCB1	MGI:97570	Abcb1a	Yes	Yes	10	10
HGNC:40	ABCB1	MGI:97568	Abcb1b	No	Yes	4	10
HGNC:41	ABCB10	MGI:1860508	Abcb10	Yes	Yes	10	10
HGNC:42	ABCB11	MGI:1351619	Abcb11	Yes	Yes	10	10
HGNC:45	ABCB4	MGI:97569	Abcb4	Yes	Yes	10	10
HGNC:46	ABCB5	MGI:1924956	Abcb5	Yes	Yes	10	10
HGNC:47	ABCB6	MGI:1921354	Abcb6	Yes	Yes	10	10
HGNC:48	ABCB7	MGI:109533	Abcb7	Yes	Yes	10	10
HGNC:49	ABCB8	MGI:1351667	Abcb8	Yes	Yes	10	10
HGNC:50	ABCB9	MGI:1861729	Abcb9	Yes	Yes	10	10
HGNC:51	ABCC1	MGI:102676	Abcc1	Yes	Yes	10	10
HGNC:52	ABCC10	MGI:2386976	Abcc10	Yes	Yes	10	10
HGNC:14640	ABCC12	MGI:2441679	Abcc12	Yes	Yes	10	10
HGNC:53	ABCC2	MGI:1352447	Abcc2	Yes	Yes	10	10
HGNC:54	ABCC3	MGI:1923658	Abcc3	Yes	Yes	10	10
HGNC:55	ABCC4	MGI:2443111	Abcc4	Yes	Yes	10	10
HGNC:56	ABCC5	MGI:1351644	Abcc5	Yes	Yes	10	10
HGNC:57	ABCC6	MGI:1351634	Abcc6	Yes	Yes	10	10
HGNC:59	ABCC8	MGI:1352629	Abcc8	Yes	Yes	10	10
HGNC:60	ABCC9	MGI:1352630	Abcc9	Yes	Yes	10	10
HGNC:61	ABCD1	MGI:1349215	Abcd1	Yes	Yes	10	10
HGNC:66	ABCD2	MGI:1349467	Abcd2	Yes	Yes	10	10
HGNC:67	ABCD3	MGI:1349216	Abcd3	Yes	Yes	10	10
HGNC:68	ABCD4	MGI:1349217	Abcd4	Yes	Yes	10	10
HGNC:69	ABCE1	MGI:1195458	Abce1	Yes	Yes	10	10
HGNC:70	ABCF1	MGI:1351658	Abcf1	Yes	Yes	10	10
HGNC:71	ABCF2	MGI:1351657	Abcf2	Yes	Yes	10	10
HGNC:54751	ABCF2-H2BK1	MGI:1351657	Abcf2	Yes	No	9	10
HGNC:72	ABCF3	MGI:1351656	Abcf3	Yes	Yes	10	10
HGNC:73	ABCG1	MGI:107704	Abcg1	Yes	Yes	10	10
HGNC:74	ABCG2	MGI:1347061	Abcg2	Yes	Yes	8	10
HGNC:74	ABCG2	MGI:1351624	Abcg3	No	Yes	4	10
HGNC:13884	ABCG4	MGI:1890594	Abcg4	Yes	Yes	10	10
HGNC:13886	ABCG5	MGI:1351659	Abcg5	Yes	Yes	10	10
HGNC:13887	ABCG8	MGI:1914720	Abcg8	Yes	Yes	10	10
HGNC:17553	ABHD1	MGI:1931013	Abhd1	Yes	Yes	10	10
HGNC:25656	ABHD10	MGI:2442422	Abhd10	Yes	Yes	10	10
HGNC:16407	ABHD11	MGI:1916008	Abhd11	Yes	Yes	10	10
HGNC:15868	ABHD12	MGI:1923442	Abhd12	Yes	Yes	10	10
HGNC:19837	ABHD12B	MGI:2685650	Abhd12b	Yes	Yes	10	10
HGNC:20293	ABHD13	MGI:1916154	Abhd13	Yes	Yes	10	10
HGNC:24538	ABHD14A	MGI:1915894	Abhd14a	Yes	Yes	10	10
HGNC:28235	ABHD14B	MGI:1923741	Abhd14b	Yes	Yes	10	10
HGNC:26971	ABHD15	MGI:1914727	Abhd15	Yes	Yes	10	10
HGNC:13921	ABHD16A	MGI:99476	Abhd16a	Yes	Yes	9	10
HGNC:16128	ABHD16B	MGI:3607711	Abhd16b	Yes	Yes	10	10
HGNC:28756	ABHD17A	MGI:106388	Abhd17a	Yes	Yes	9	10
HGNC:24278	ABHD17B	MGI:1917816	Abhd17b	Yes	Yes	10	10
HGNC:26925	ABHD17C	MGI:1917428	Abhd17c	Yes	Yes	10	10
HGNC:26111	ABHD18	MGI:1915468	Abhd18	Yes	Yes	10	10
HGNC:18717	ABHD2	MGI:1914344	Abhd2	Yes	Yes	10	10
HGNC:18718	ABHD3	MGI:2147183	Abhd3	Yes	Yes	9	10
HGNC:20154	ABHD4	MGI:1915938	Abhd4	Yes	Yes	10	10
HGNC:21396	ABHD5	MGI:1914719	Abhd5	Yes	Yes	10	10
HGNC:21398	ABHD6	MGI:1913332	Abhd6	Yes	Yes	10	10
HGNC:23759	ABHD8	MGI:1918946	Abhd8	Yes	Yes	10	10
HGNC:11320	ABI1	MGI:104913	Abi1	Yes	Yes	10	10
HGNC:24011	ABI2	MGI:106913	Abi2	Yes	Yes	9	10
HGNC:29859	ABI3	MGI:1913860	Abi3	Yes	Yes	10	10
HGNC:17265	ABI3BP	MGI:2444583	Abi3bp	Yes	Yes	8	10
HGNC:1364	ABITRAM	MGI:2677850	Abitram	Yes	Yes	9	10
HGNC:76	ABL1	MGI:87859	Abl1	Yes	Yes	9	10
HGNC:77	ABL2	MGI:87860	Abl2	Yes	Yes	10	10
HGNC:78	ABLIM1	MGI:1194500	Ablim1	Yes	Yes	10	10
HGNC:19195	ABLIM2	MGI:2385758	Ablim2	Yes	Yes	9	10
HGNC:29132	ABLIM3	MGI:2442582	Ablim3	Yes	Yes	9	10
HGNC:79	ABO	MGI:2135738	Abo	Yes	Yes	10	10
HGNC:81	ABR	MGI:107771	Abr	Yes	Yes	10	10
HGNC:30655	ABRA	MGI:2444891	Abra	Yes	Yes	10	10
HGNC:21230	ABRACL	MGI:1920362	Abracl	Yes	Yes	10	10
HGNC:25829	ABRAXAS1	MGI:1917931	Abraxas1	Yes	Yes	10	10
HGNC:28975	ABRAXAS2	MGI:1926116	Abraxas2	Yes	Yes	9	10
HGNC:17369	ABT1	MGI:1353636	Abt1	Yes	Yes	10	10
HGNC:18275	ABTB1	MGI:1933148	Abtb1	Yes	Yes	10	10
HGNC:23842	ABTB2	MGI:2139365	Abtb2	Yes	Yes	10	10
HGNC:23844	ABTB3	MGI:1921257	Abtb3	Yes	Yes	10	10
HGNC:82	ACAA1	MGI:2148491	Acaa1a	Yes	Yes	10	10
HGNC:82	ACAA1	MGI:3605455	Acaa1b	Yes	Yes	10	10
HGNC:83	ACAA2	MGI:1098623	Acaa2	Yes	Yes	10	10
HGNC:84	ACACA	MGI:108451	Acaca	Yes	Yes	10	10
HGNC:85	ACACB	MGI:2140940	Acacb	Yes	Yes	10	10
HGNC:21597	ACAD10	MGI:1919235	Acad10	Yes	Yes	10	10
HGNC:21597	ACAD10	MGI:2443320	Acad12	No	Yes	4	10
HGNC:30211	ACAD11	MGI:2143169	Acad11	Yes	Yes	10	10
HGNC:87	ACAD8	MGI:1914198	Acad8	Yes	Yes	10	10
HGNC:21497	ACAD9	MGI:1914272	Acad9	Yes	Yes	10	10
HGNC:88	ACADL	MGI:87866	Acadl	Yes	Yes	10	10
HGNC:89	ACADM	MGI:87867	Acadm	Yes	Yes	10	10
HGNC:90	ACADS	MGI:87868	Acads	Yes	Yes	10	10
HGNC:91	ACADSB	MGI:1914135	Acadsb	Yes	Yes	10	10
HGNC:92	ACADVL	MGI:895149	Acadvl	Yes	Yes	10	10
HGNC:319	ACAN	MGI:99602	Acan	Yes	Yes	10	10
HGNC:16467	ACAP1	MGI:2388270	Acap1	Yes	Yes	10	10
HGNC:16469	ACAP2	MGI:1925868	Acap2	Yes	Yes	10	10
HGNC:16754	ACAP3	MGI:2153589	Acap3	Yes	Yes	10	10
HGNC:93	ACAT1	MGI:87870	Acat1	Yes	Yes	10	10
HGNC:94	ACAT2	MGI:87871	Acat2	Yes	Yes	10	10
HGNC:94	ACAT2	MGI:109182	Acat3	Yes	Yes	10	10
HGNC:15453	ACBD3	MGI:2181074	Acbd3	Yes	Yes	10	10
HGNC:23337	ACBD4	MGI:1914381	Acbd4	Yes	Yes	9	10
HGNC:23338	ACBD5	MGI:1921409	Acbd5	Yes	Yes	10	10
HGNC:23339	ACBD6	MGI:1919732	Acbd6	Yes	Yes	10	10
HGNC:17715	ACBD7	MGI:1925495	Acbd7	Yes	Yes	10	10
HGNC:23989	ACCS	MGI:1919717	Accs	Yes	Yes	10	10
HGNC:34391	ACCSL	MGI:3584519	Accsl	Yes	Yes	10	10
HGNC:25070	ACD	MGI:87873	Acd	Yes	Yes	10	10
HGNC:2707	ACE	MGI:87874	Ace	Yes	Yes	10	10
HGNC:13557	ACE2	MGI:1917258	Ace2	Yes	Yes	10	10
HGNC:44365	ACE3P	MGI:3644400	Ace3	Yes	Yes	1	10
HGNC:18356	ACER1	MGI:2181962	Acer1	Yes	Yes	10	10
HGNC:23675	ACER2	MGI:1920932	Acer2	Yes	Yes	10	10
HGNC:16066	ACER3	MGI:1913440	Acer3	Yes	Yes	10	10
HGNC:108	ACHE	MGI:87876	Ache	Yes	Yes	9	10
HGNC:17066	ACIN1	MGI:1891824	Acin1	Yes	Yes	10	10
HGNC:4035	ACKR1	MGI:1097689	Ackr1	Yes	Yes	10	10
HGNC:1565	ACKR2	MGI:1891697	Ackr2	Yes	Yes	10	10
HGNC:23692	ACKR3	MGI:109562	Ackr3	Yes	Yes	10	10
HGNC:1611	ACKR4	MGI:2181676	Ackr4	Yes	Yes	10	10
HGNC:115	ACLY	MGI:103251	Acly	Yes	Yes	10	10
HGNC:19288	ACMSD	MGI:2386323	Acmsd	Yes	Yes	10	10
HGNC:117	ACO1	MGI:87879	Aco1	Yes	Yes	10	10
HGNC:118	ACO2	MGI:87880	Aco2	Yes	Yes	10	10
HGNC:33904	ACOD1	MGI:103206	Acod1	Yes	Yes	10	10
HGNC:33128	ACOT1	MGI:1349396	Acot1	Yes	Yes	8	10
HGNC:33128	ACOT1	MGI:2159619	Acot3	No	Yes	6	10
HGNC:33128	ACOT1	MGI:2384969	Acot5	No	Yes	4	10
HGNC:18156	ACOT11	MGI:1913736	Acot11	Yes	Yes	10	10
HGNC:24436	ACOT12	MGI:1921406	Acot12	Yes	Yes	10	10
HGNC:20999	ACOT13	MGI:1914084	Acot13	Yes	Yes	10	10
HGNC:18431	ACOT2	MGI:1349396	Acot1	No	Yes	8	10
HGNC:18431	ACOT2	MGI:2159605	Acot2	Yes	Yes	9	10
HGNC:19748	ACOT4	MGI:2159621	Acot4	Yes	Yes	10	10
HGNC:33159	ACOT6	MGI:1921287	Acot6	Yes	Yes	4	10
HGNC:24157	ACOT7	MGI:1917275	Acot7	Yes	Yes	10	10
HGNC:15919	ACOT8	MGI:2158201	Acot8	Yes	Yes	10	10
HGNC:17152	ACOT9	MGI:1928940	Acot10	Yes	Yes	10	10
HGNC:17152	ACOT9	MGI:1928939	Acot9	Yes	Yes	10	10
HGNC:119	ACOX1	MGI:1330812	Acox1	Yes	Yes	10	10
HGNC:120	ACOX2	MGI:1934852	Acox2	Yes	Yes	10	10
HGNC:121	ACOX3	MGI:1933156	Acox3	Yes	Yes	10	10
HGNC:25621	ACOXL	MGI:1921371	Acoxl	Yes	Yes	10	10
HGNC:122	ACP1	MGI:87881	Acp1	Yes	Yes	10	10
HGNC:123	ACP2	MGI:87882	Acp2	Yes	Yes	10	10
HGNC:125	ACP3	MGI:1928480	Acpp	Yes	Yes	10	10
HGNC:14376	ACP4	MGI:3644563	Acp4	Yes	Yes	10	10
HGNC:124	ACP5	MGI:87883	Acp5	Yes	Yes	10	10
HGNC:29609	ACP6	MGI:1931010	Acp6	Yes	Yes	10	10
HGNC:33781	ACP7	MGI:2142121	Acp7	Yes	Yes	10	10
HGNC:126	ACR	MGI:87884	Acr	Yes	Yes	10	10
HGNC:17195	ACRBP	MGI:1859515	Acrbp	Yes	Yes	10	10
HGNC:127	ACRV1	MGI:104590	Acrv1	Yes	Yes	9	10
HGNC:29567	ACSBG1	MGI:2385656	Acsbg1	Yes	Yes	10	10
HGNC:24174	ACSBG2	MGI:3587728	Acsbg2	Yes	Yes	10	10
HGNC:26101	ACSF2	MGI:2388287	Acsf2	Yes	Yes	10	10
HGNC:27288	ACSF3	MGI:2182591	Acsf3	Yes	Yes	10	10
HGNC:3569	ACSL1	MGI:102797	Acsl1	Yes	Yes	10	10
HGNC:3570	ACSL3	MGI:1921455	Acsl3	Yes	Yes	10	10
HGNC:3571	ACSL4	MGI:1354713	Acsl4	Yes	Yes	10	10
HGNC:16526	ACSL5	MGI:1919129	Acsl5	Yes	Yes	10	10
HGNC:16496	ACSL6	MGI:894291	Acsl6	Yes	Yes	10	10
HGNC:18049	ACSM1	MGI:2152200	Acsm1	Yes	Yes	10	10
HGNC:32017	ACSM2A	MGI:2385289	Acsm2	Yes	Yes	10	10
HGNC:30931	ACSM2B	MGI:2385289	Acsm2	Yes	Yes	10	10
HGNC:10522	ACSM3	MGI:99538	Acsm3	Yes	Yes	10	10
HGNC:32016	ACSM4	MGI:2681844	Acsm4	Yes	Yes	10	10
HGNC:26060	ACSM5	MGI:2444086	Acsm5	Yes	Yes	10	10
HGNC:16091	ACSS1	MGI:1915988	Acss1	Yes	Yes	10	10
HGNC:15814	ACSS2	MGI:1890410	Acss2	Yes	Yes	10	10
HGNC:24723	ACSS3	MGI:2685720	Acss3	Yes	Yes	10	10
HGNC:129	ACTA1	MGI:87902	Acta1	Yes	Yes	10	10
HGNC:130	ACTA2	MGI:87909	Acta2	Yes	Yes	10	10
HGNC:132	ACTB	MGI:87904	Actb	Yes	Yes	10	10
HGNC:17780	ACTBL2	MGI:2444552	Actbl2	Yes	Yes	10	10
HGNC:143	ACTC1	MGI:87905	Actc1	Yes	Yes	10	10
HGNC:51491	ACTE1P	MGI:2685344	Acte1	Yes	Yes	1	10
HGNC:144	ACTG1	MGI:87906	Actg1	Yes	Yes	10	10
HGNC:145	ACTG2	MGI:104589	Actg2	Yes	Yes	9	10
HGNC:16127	ACTL10	MGI:1917612	Actl10	Yes	Yes	10	10
HGNC:44626	ACTL11P	MGI:1914972	Actl11	Yes	Yes	1	10
HGNC:24124	ACTL6A	MGI:1861453	Actl6a	Yes	Yes	10	10
HGNC:160	ACTL6B	MGI:1933548	Actl6b	Yes	Yes	10	10
HGNC:161	ACTL7A	MGI:1343051	Actl7a	Yes	Yes	10	10
HGNC:162	ACTL7B	MGI:1343053	Actl7b	Yes	Yes	10	10
HGNC:28494	ACTL9	MGI:1916731	Actl9	Yes	Yes	10	10
HGNC:163	ACTN1	MGI:2137706	Actn1	Yes	Yes	9	10
HGNC:164	ACTN2	MGI:109192	Actn2	Yes	Yes	10	10
HGNC:165	ACTN3	MGI:99678	Actn3	Yes	Yes	10	10
HGNC:166	ACTN4	MGI:1890773	Actn4	Yes	Yes	10	10
HGNC:17372	ACTR10	MGI:1891654	Actr10	Yes	Yes	10	10
HGNC:167	ACTR1A	MGI:1858964	Actr1a	Yes	Yes	10	10
HGNC:168	ACTR1B	MGI:1917446	Actr1b	Yes	Yes	10	10
HGNC:169	ACTR2	MGI:1913963	Actr2	Yes	Yes	10	10
HGNC:170	ACTR3	MGI:1921367	Actr3	Yes	Yes	10	10
HGNC:17256	ACTR3B	MGI:2661120	Actr3b	Yes	Yes	10	10
HGNC:14671	ACTR5	MGI:1924748	Actr5	Yes	Yes	10	10
HGNC:24025	ACTR6	MGI:1914269	Actr6	Yes	Yes	10	10
HGNC:14672	ACTR8	MGI:1860775	Actr8	Yes	Yes	10	10
HGNC:24027	ACTRT1	MGI:1920610	Actrt1	Yes	Yes	6	10
HGNC:24026	ACTRT2	MGI:1920603	Actrt2	Yes	Yes	9	10
HGNC:24022	ACTRT3	MGI:1923902	Actrt3	Yes	Yes	10	10
HGNC:171	ACVR1	MGI:87911	Acvr1	Yes	Yes	10	10
HGNC:172	ACVR1B	MGI:1338944	Acvr1b	Yes	Yes	10	10
HGNC:18123	ACVR1C	MGI:2661081	Acvr1c	Yes	Yes	10	10
HGNC:173	ACVR2A	MGI:102806	Acvr2a	Yes	Yes	10	10
HGNC:174	ACVR2B	MGI:87912	Acvr2b	Yes	Yes	10	10
HGNC:175	ACVRL1	MGI:1338946	Acvrl1	Yes	Yes	10	10
HGNC:177	ACY1	MGI:87913	Acy1	Yes	Yes	10	10
HGNC:24104	ACY3	MGI:1918920	Acy3	Yes	Yes	9	10
HGNC:179	ACYP1	MGI:1913454	Acyp1	Yes	Yes	9	10
HGNC:180	ACYP2	MGI:1922822	Acyp2	Yes	Yes	9	10
HGNC:186	ADA	MGI:87916	Ada	Yes	Yes	10	10
HGNC:30713	ADAD1	MGI:103258	Adad1	Yes	Yes	10	10
HGNC:30714	ADAD2	MGI:1923023	Adad2	Yes	Yes	10	10
HGNC:31853	ADAL	MGI:1923144	Adal	Yes	Yes	10	10
HGNC:188	ADAM10	MGI:109548	Adam10	Yes	Yes	10	10
HGNC:189	ADAM11	MGI:1098667	Adam11	Yes	Yes	10	10
HGNC:190	ADAM12	MGI:105378	Adam12	Yes	Yes	10	10
HGNC:193	ADAM15	MGI:1333882	Adam15	Yes	Yes	10	10
HGNC:195	ADAM17	MGI:1096335	Adam17	Yes	Yes	10	10
HGNC:196	ADAM18	MGI:105986	Adam18	Yes	Yes	10	10
HGNC:197	ADAM19	MGI:105377	Adam19	Yes	Yes	9	10
HGNC:187	ADAM1A	MGI:2429504	Adam1a	Yes	Yes	1	10
HGNC:44366	ADAM1B	MGI:2429506	Adam1b	Yes	Yes	1	10
HGNC:198	ADAM2	MGI:1340894	Adam2	Yes	Yes	10	10
HGNC:199	ADAM20	MGI:2152342	Adam20	No	Yes	3	10
HGNC:199	ADAM20	MGI:1345157	Adam25	Yes	Yes	4	10
HGNC:199	ADAM20	MGI:3045694	Adam39	Yes	Yes	4	10
HGNC:200	ADAM21	MGI:1861229	Adam21	Yes	Yes	10	10
HGNC:201	ADAM22	MGI:1340046	Adam22	Yes	Yes	10	10
HGNC:202	ADAM23	MGI:1345162	Adam23	Yes	Yes	10	10
HGNC:203	ADAM24P	MGI:105984	Adam24	Yes	Yes	1	10
HGNC:206	ADAM28	MGI:105988	Adam28	Yes	Yes	10	10
HGNC:207	ADAM29	MGI:2676326	Adam29	Yes	Yes	10	10
HGNC:208	ADAM30	MGI:1918328	Adam30	Yes	Yes	10	10
HGNC:15479	ADAM32	MGI:2653822	Adam32	Yes	Yes	10	10
HGNC:15478	ADAM33	MGI:1341813	Adam33	Yes	Yes	10	10
HGNC:209	ADAM3A	MGI:102518	Adam3	Yes	Yes	1	10
HGNC:212	ADAM5	MGI:104730	Adam5	Yes	Yes	3	10
HGNC:213	ADAM6	MGI:2676316	Adam6a	Yes	Yes	1	10
HGNC:214	ADAM7	MGI:107247	Adam7	Yes	Yes	10	10
HGNC:215	ADAM8	MGI:107825	Adam8	Yes	Yes	10	10
HGNC:216	ADAM9	MGI:105376	Adam9	Yes	Yes	10	10
HGNC:16299	ADAMDEC1	MGI:1917650	Adamdec1	Yes	Yes	10	10
HGNC:217	ADAMTS1	MGI:109249	Adamts1	Yes	Yes	10	10
HGNC:13201	ADAMTS10	MGI:2449112	Adamts10	Yes	Yes	10	10
HGNC:14605	ADAMTS12	MGI:2146046	Adamts12	Yes	Yes	10	10
HGNC:1366	ADAMTS13	MGI:2685556	Adamts13	Yes	Yes	10	10
HGNC:14899	ADAMTS14	MGI:2179942	Adamts14	Yes	Yes	10	10
HGNC:16305	ADAMTS15	MGI:2449569	Adamts15	Yes	Yes	10	10
HGNC:17108	ADAMTS16	MGI:2429637	Adamts16	Yes	Yes	10	10
HGNC:17109	ADAMTS17	MGI:3588195	Adamts17	Yes	Yes	10	10
HGNC:17110	ADAMTS18	MGI:2442600	Adamts18	Yes	Yes	10	10
HGNC:17111	ADAMTS19	MGI:2442875	Adamts19	Yes	Yes	10	10
HGNC:218	ADAMTS2	MGI:1347356	Adamts2	Yes	Yes	10	10
HGNC:17178	ADAMTS20	MGI:2660628	Adamts20	Yes	Yes	10	10
HGNC:219	ADAMTS3	MGI:3045353	Adamts3	Yes	Yes	10	10
HGNC:220	ADAMTS4	MGI:1339949	Adamts4	Yes	Yes	10	10
HGNC:221	ADAMTS5	MGI:1346321	Adamts5	Yes	Yes	9	10
HGNC:222	ADAMTS6	MGI:1347348	Adamts6	Yes	Yes	10	10
HGNC:223	ADAMTS7	MGI:1347346	Adamts7	Yes	Yes	10	10
HGNC:224	ADAMTS8	MGI:1353468	Adamts8	Yes	Yes	10	10
HGNC:13202	ADAMTS9	MGI:1916320	Adamts9	Yes	Yes	10	10
HGNC:14632	ADAMTSL1	MGI:1924989	Adamtsl1	Yes	Yes	10	10
HGNC:14631	ADAMTSL2	MGI:1925044	Adamtsl2	Yes	Yes	10	10
HGNC:14633	ADAMTSL3	MGI:3028499	Adamtsl3	Yes	Yes	10	10
HGNC:19706	ADAMTSL4	MGI:2389008	Adamtsl4	Yes	Yes	10	10
HGNC:27912	ADAMTSL5	MGI:1913798	Adamtsl5	Yes	Yes	10	10
HGNC:16486	ADAP1	MGI:2442201	Adap1	Yes	Yes	10	10
HGNC:16487	ADAP2	MGI:2663075	Adap2	Yes	Yes	10	10
HGNC:225	ADAR	MGI:1889575	Adar	Yes	Yes	10	10
HGNC:226	ADARB1	MGI:891999	Adarb1	Yes	Yes	10	10
HGNC:227	ADARB2	MGI:2151118	Adarb2	Yes	Yes	10	10
HGNC:228	ADAT1	MGI:1353631	Adat1	Yes	Yes	10	10
HGNC:21172	ADAT2	MGI:1914007	Adat2	Yes	Yes	10	10
HGNC:25151	ADAT3	MGI:1924344	Adat3	Yes	Yes	10	10
HGNC:19038	ADCK1	MGI:1919363	Adck1	Yes	Yes	10	10
HGNC:19039	ADCK2	MGI:1889336	Adck2	Yes	Yes	10	10
HGNC:21738	ADCK5	MGI:2679274	Adck5	Yes	Yes	10	10
HGNC:232	ADCY1	MGI:99677	Adcy1	Yes	Yes	10	10
HGNC:21285	ADCY10	MGI:2660854	Adcy10	Yes	Yes	10	10
HGNC:233	ADCY2	MGI:99676	Adcy2	Yes	Yes	10	10
HGNC:234	ADCY3	MGI:99675	Adcy3	Yes	Yes	10	10
HGNC:235	ADCY4	MGI:99674	Adcy4	Yes	Yes	10	10
HGNC:236	ADCY5	MGI:99673	Adcy5	Yes	Yes	10	10
HGNC:237	ADCY6	MGI:87917	Adcy6	Yes	Yes	10	10
HGNC:238	ADCY7	MGI:102891	Adcy7	Yes	Yes	10	10
HGNC:239	ADCY8	MGI:1341110	Adcy8	Yes	Yes	10	10
HGNC:240	ADCY9	MGI:108450	Adcy9	Yes	Yes	10	10
HGNC:241	ADCYAP1	MGI:105094	Adcyap1	Yes	Yes	10	10
HGNC:242	ADCYAP1R1	MGI:108449	Adcyap1r1	Yes	Yes	10	10
HGNC:243	ADD1	MGI:87918	Add1	Yes	Yes	10	10
HGNC:244	ADD2	MGI:87919	Add2	Yes	Yes	10	10
HGNC:245	ADD3	MGI:1351615	Add3	Yes	Yes	10	10
HGNC:21212	ADGB	MGI:3605549	Adgb	Yes	Yes	10	10
HGNC:13838	ADGRA1	MGI:1277167	Adgra1	Yes	Yes	10	10
HGNC:17849	ADGRA2	MGI:1925810	Adgra2	Yes	Yes	10	10
HGNC:13839	ADGRA3	MGI:1917943	Adgra3	Yes	Yes	10	10
HGNC:943	ADGRB1	MGI:1933736	Adgrb1	Yes	Yes	10	10
HGNC:944	ADGRB2	MGI:2451244	Adgrb2	Yes	Yes	10	10
HGNC:945	ADGRB3	MGI:2441837	Adgrb3	Yes	Yes	10	10
HGNC:19893	ADGRD1	MGI:3041203	Adgrd1	Yes	Yes	10	10
HGNC:3336	ADGRE1	MGI:106912	Adgre1	Yes	Yes	10	10
HGNC:3337	ADGRE2	MGI:1347095	Adgre5	Yes	No	5	10
HGNC:19240	ADGRE4P	MGI:1196464	Adgre4	Yes	Yes	10	10
HGNC:1711	ADGRE5	MGI:1347095	Adgre5	Yes	Yes	10	10
HGNC:18990	ADGRF1	MGI:1924846	Adgrf1	Yes	Yes	10	10
HGNC:18991	ADGRF2	MGI:2182728	Adgrf2	Yes	Yes	10	10
HGNC:18989	ADGRF3	MGI:2685887	Adgrf3	Yes	Yes	10	10
